id,exam,year,session,shift,paper,questionNumber,questionId,sourceFile,sourcePage,unit,topic,subtopic,secondaryUnit,question,options,correctOption,correctAnswer,answerStatus,officialAnswer,solutionSteps,concept,formulaOrRule,shortcut,commonTrap,optionAnalysis,canonicalExplanation,reviewNote,sourceAnchor
UGCNET-CS-2019-december-2019-Q109,UGC NET Computer Science and Applications,2019,December 2019,,Paper II,109,61547510549,sources/ugc-net-cs-2019-dec-combined-paper-1-and-2.pdf,90,Unit 1: Discrete Structures and Optimization,Mathematical Logic,Quantifiers and distribution,,S1 says (∀xP(x))∨(∀xQ(x)) and ∀x(P(x)∨Q(x)) are not equivalent. S2 says (∃xP(x))∧(∃xQ(x)) and ∃x(P(x)∧Q(x)) are not equivalent. Which are correct?,"[{""number"": 1, ""text"": ""S1 only""}, {""number"": 2, ""text"": ""S2 only""}, {""number"": 3, ""text"": ""Both""}, {""number"": 4, ""text"": ""Neither""}]",3,Both,independently-verified,,"[""For S1, different objects may satisfy P and Q, making the second formula true while neither universal disjunct is true."", ""For S2, the two existential witnesses may differ, so the first can be true while no object satisfies both."", ""Both non-equivalence statements are correct.""]","Replace implication by ¬p ∨ q, push negations through quantifiers, and test validity by searching for a counterexample. A tautology is true under every valuation; an argument is valid when the conjunction of its premises implies its conclusion.",p→q ≡ ¬p∨q; ¬∀x P(x) ≡ ∃x ¬P(x); ¬∃x P(x) ≡ ∀x ¬P(x).,"For a proposed tautology, first try to make the consequent false and see whether the antecedent can still be true.","The converse q→p is not the contrapositive ¬q→¬p, and quantifier order generally cannot be swapped.","[{""number"": 1, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (Both); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 2, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (Both); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 3, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: Both.""}, {""number"": 4, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (Both); the decisive computation or defining property is shown in the solution steps.""}]",UGCNET-CS-2019-december-2019-Q109,,../sources/ugc-net-cs-2019-dec-combined-paper-1-and-2.pdf#page=90
UGCNET-CS-2019-june-2019-Q51,UGC NET Computer Science and Applications,2019,June 2019,,Paper II,51,64635021792,sources/ugc-net-cs-2019-june-combined-paper-1-and-2.pdf,43,Unit 1: Discrete Structures and Optimization,Sets and Relations,Partial orders under divisibility,,"For the poset ({3,5,9,15,24,45}, divides), which extremal elements exist?","[{""number"": 1, ""text"": ""Both greatest and least""}, {""number"": 2, ""text"": ""Greatest but no least""}, {""number"": 3, ""text"": ""Least but no greatest""}, {""number"": 4, ""text"": ""Neither greatest nor least""}]",4,Neither greatest nor least,independently-verified,,"[""A least element would have to divide every member; none of the listed elements divides both 3 and 5."", ""A greatest element must be divisible by every member; none is divisible by both 24 and 45."", ""Therefore neither exists.""]","A relation is reflexive when every diagonal pair occurs, symmetric when reversal preserves membership, antisymmetric when mutual relatedness forces equality, and transitive when two composable pairs force the third. A partial order is reflexive, antisymmetric and transitive. Floor and ceiling functions map a real number to its neighbouring integers and are handled by separating integer and fractional parts.","|P(A)|=2^|A|; |A∪B|=|A|+|B|−|A∩B|; x=⌊x⌋+{x}, where 0≤{x}<1.","Disprove a relation property with one witness: a missing diagonal, an unreturned pair, a distinct two-way pair, or a missing composite pair.","Symmetric and antisymmetric are not opposites; a relation can be both (for example, equality) or neither.","[{""number"": 1, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (Neither greatest nor least); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 2, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (Neither greatest nor least); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 3, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (Neither greatest nor least); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 4, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: Neither greatest nor least.""}]",UGCNET-CS-2019-june-2019-Q51,,../sources/ugc-net-cs-2019-june-combined-paper-1-and-2.pdf#page=43
UGCNET-CS-2019-june-2019-Q53,UGC NET Computer Science and Applications,2019,June 2019,,Paper II,53,64635021794,sources/ugc-net-cs-2019-june-combined-paper-1-and-2.pdf,44,Unit 1: Discrete Structures and Optimization,"Counting, Mathematical Induction and Discrete Probability",Inclusion-exclusion on bit strings,,How many length-ten bit strings start with 1 or end with 00?,"[{""number"": 1, ""text"": ""320""}, {""number"": 2, ""text"": ""480""}, {""number"": 3, ""text"": ""640""}, {""number"": 4, ""text"": ""768""}]",3,640,independently-verified,,"[""Start with 1:2⁹. End with 00:2⁸. Both:2⁷."", ""Inclusion–exclusion gives 512+256−128=640.""]","Counting problems reduce to product/sum rules, stars-and-bars, inclusion–exclusion, permutations or combinations. Probability is favourable equally likely outcomes divided by all outcomes; conditional probability changes the sample space, and Bayes reverses a condition.",nPr=n!/(n−r)!; nCr=n!/[r!(n−r)!]; P(A|B)=P(A∩B)/P(B); P(A|B)=P(B|A)P(A)/P(B).,Decide first whether order matters and whether replacement is allowed; that usually eliminates most options immediately.,"Pairwise intersections are added back only after being subtracted, and a three-way intersection is then added once.","[{""number"": 1, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (640); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 2, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (640); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 3, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: 640.""}, {""number"": 4, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (640); the decisive computation or defining property is shown in the solution steps.""}]",UGCNET-CS-2019-june-2019-Q53,,../sources/ugc-net-cs-2019-june-combined-paper-1-and-2.pdf#page=44
UGCNET-CS-2019-june-2019-Q54,UGC NET Computer Science and Applications,2019,June 2019,,Paper II,54,64635021795,sources/ugc-net-cs-2019-june-combined-paper-1-and-2.pdf,45,Unit 1: Discrete Structures and Optimization,Graph Theory,Euler formula for planar graphs,,"A connected planar graph has six vertices, each degree four. Into how many regions does a planar embedding divide the plane?","[{""number"": 1, ""text"": ""6""}, {""number"": 2, ""text"": ""8""}, {""number"": 3, ""text"": ""12""}, {""number"": 4, ""text"": ""20""}]",2,8,independently-verified,,"[""Degree sum=6·4=24=2E, so E=12."", ""Euler gives F=2−V+E=2−6+12=8.""]","Use degree sums, Euler’s formula, colouring criteria and standard tree identities. A connected graph has an Euler circuit iff every degree is even; a graph is bipartite iff it has no odd cycle. A tree with n vertices has n−1 edges.",Σdeg(v)=2|E|; planar connected V−E+F=2; τ(Kn)=n^(n−2); full m-ary leaves=(m−1)i+1.,"Parity, degree sum and V−E+F often solve a graph MCQ without drawing the whole graph.",Euler questions concern edges; Hamilton questions concern vertices. Necessary and sufficient degree conditions must not be confused.,"[{""number"": 1, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (8); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 2, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: 8.""}, {""number"": 3, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (8); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 4, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (8); the decisive computation or defining property is shown in the solution steps.""}]",UGCNET-CS-2019-june-2019-Q54,,../sources/ugc-net-cs-2019-june-combined-paper-1-and-2.pdf#page=45
UGCNET-CS-2019-june-2019-Q55,UGC NET Computer Science and Applications,2019,June 2019,,Paper II,55,64635021796,sources/ugc-net-cs-2019-june-combined-paper-1-and-2.pdf,46,Unit 1: Discrete Structures and Optimization,Graph Theory,Hamiltonian cycles in complete bipartite graphs,,"For what m,n does Kₘ,ₙ have a Hamilton circuit?","[{""number"": 1, ""text"": ""m≠n and both≥2""}, {""number"": 2, ""text"": ""m≠n and both≥3""}, {""number"": 3, ""text"": ""m=n and both≥2""}, {""number"": 4, ""text"": ""m=n and both≥3""}]",3,m=n and both≥2,independently-verified,,"[""A cycle in a bipartite graph alternates between the two parts, so a Hamilton cycle requires equal part sizes."", ""With m=n≥2, alternating through all vertices constructs such a cycle.""]","Use degree sums, Euler’s formula, colouring criteria and standard tree identities. A connected graph has an Euler circuit iff every degree is even; a graph is bipartite iff it has no odd cycle. A tree with n vertices has n−1 edges.",Σdeg(v)=2|E|; planar connected V−E+F=2; τ(Kn)=n^(n−2); full m-ary leaves=(m−1)i+1.,"Parity, degree sum and V−E+F often solve a graph MCQ without drawing the whole graph.",Euler questions concern edges; Hamilton questions concern vertices. Necessary and sufficient degree conditions must not be confused.,"[{""number"": 1, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (m=n and both≥2); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 2, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (m=n and both≥2); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 3, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: m=n and both≥2.""}, {""number"": 4, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (m=n and both≥2); the decisive computation or defining property is shown in the solution steps.""}]",UGCNET-CS-2019-june-2019-Q55,,../sources/ugc-net-cs-2019-june-combined-paper-1-and-2.pdf#page=46
UGCNET-CS-2019-june-2019-Q57,UGC NET Computer Science and Applications,2019,June 2019,,Paper II,57,64635021798,sources/ugc-net-cs-2019-june-combined-paper-1-and-2.pdf,48,Unit 1: Discrete Structures and Optimization,"Counting, Mathematical Induction and Discrete Probability",Pigeonhole principle,,How many cards must be selected from a 52-card deck to guarantee at least three hearts?,"[{""number"": 1, ""text"": ""9""}, {""number"": 2, ""text"": ""13""}, {""number"": 3, ""text"": ""17""}, {""number"": 4, ""text"": ""42""}]",4,42,independently-verified,,"[""Worst case first select all 39 non-hearts and then two hearts: 41 cards without three hearts."", ""The 42nd card guarantees a third heart.""]","Counting problems reduce to product/sum rules, stars-and-bars, inclusion–exclusion, permutations or combinations. Probability is favourable equally likely outcomes divided by all outcomes; conditional probability changes the sample space, and Bayes reverses a condition.",nPr=n!/(n−r)!; nCr=n!/[r!(n−r)!]; P(A|B)=P(A∩B)/P(B); P(A|B)=P(B|A)P(A)/P(B).,Decide first whether order matters and whether replacement is allowed; that usually eliminates most options immediately.,"Pairwise intersections are added back only after being subtracted, and a three-way intersection is then added once.","[{""number"": 1, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (42); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 2, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (42); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 3, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (42); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 4, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: 42.""}]",UGCNET-CS-2019-june-2019-Q57,,../sources/ugc-net-cs-2019-june-combined-paper-1-and-2.pdf#page=48
UGCNET-CS-2018-december-2018-Q51,UGC NET Computer Science and Applications,2018,December 2018,,Paper II,51,91394310745,sources/ugc-net-cs-2018-dec-combined-paper-1-and-2.pdf,45,Unit 1: Discrete Structures and Optimization,Mathematical Logic,Statements and propositions,,Which are mathematical statements? I There will be snow in January; II What is the time now?; III Today is Sunday; IV You must study Discrete Mathematics.,"[{""number"": 1, ""text"": ""I and III""}, {""number"": 2, ""text"": ""I and II""}, {""number"": 3, ""text"": ""II and IV""}, {""number"": 4, ""text"": ""III and IV""}]",1,I and III,independently-verified,,"[""A statement is a declarative sentence that has a truth value."", ""I and III are declarative and can be true or false. II is a question and IV an imperative, so neither is a statement.""]","Replace implication by ¬p ∨ q, push negations through quantifiers, and test validity by searching for a counterexample. A tautology is true under every valuation; an argument is valid when the conjunction of its premises implies its conclusion.",p→q ≡ ¬p∨q; ¬∀x P(x) ≡ ∃x ¬P(x); ¬∃x P(x) ≡ ∀x ¬P(x).,"For a proposed tautology, first try to make the consequent false and see whether the antecedent can still be true.","The converse q→p is not the contrapositive ¬q→¬p, and quantifier order generally cannot be swapped.","[{""number"": 1, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: I and III.""}, {""number"": 2, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (I and III); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 3, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (I and III); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 4, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (I and III); the decisive computation or defining property is shown in the solution steps.""}]",UGCNET-CS-2018-december-2018-Q51,,../sources/ugc-net-cs-2018-dec-combined-paper-1-and-2.pdf#page=45
UGCNET-CS-2018-december-2018-Q53,UGC NET Computer Science and Applications,2018,December 2018,,Paper II,53,91394310747,sources/ugc-net-cs-2018-dec-combined-paper-1-and-2.pdf,47,Unit 1: Discrete Structures and Optimization,"Counting, Mathematical Induction and Discrete Probability",Hypergeometric probability,,A box has six red and four green balls. Four are selected. What is the probability of exactly two red and two green?,"[{""number"": 1, ""text"": ""1/14""}, {""number"": 2, ""text"": ""3/7""}, {""number"": 3, ""text"": ""1/35""}, {""number"": 4, ""text"": ""1/7""}]",2,3/7,independently-verified,,"[""Favourable selections=C(6,2)C(4,2)=15·6=90."", ""All selections=C(10,4)=210."", ""Probability=90/210=3/7.""]","Counting problems reduce to product/sum rules, stars-and-bars, inclusion–exclusion, permutations or combinations. Probability is favourable equally likely outcomes divided by all outcomes; conditional probability changes the sample space, and Bayes reverses a condition.",nPr=n!/(n−r)!; nCr=n!/[r!(n−r)!]; P(A|B)=P(A∩B)/P(B); P(A|B)=P(B|A)P(A)/P(B).,Decide first whether order matters and whether replacement is allowed; that usually eliminates most options immediately.,"Pairwise intersections are added back only after being subtracted, and a three-way intersection is then added once.","[{""number"": 1, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (3/7); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 2, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: 3/7.""}, {""number"": 3, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (3/7); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 4, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (3/7); the decisive computation or defining property is shown in the solution steps.""}]",UGCNET-CS-2018-december-2018-Q53,,../sources/ugc-net-cs-2018-dec-combined-paper-1-and-2.pdf#page=47
UGCNET-CS-2018-december-2018-Q54,UGC NET Computer Science and Applications,2018,December 2018,,Paper II,54,91394310748,sources/ugc-net-cs-2018-dec-combined-paper-1-and-2.pdf,48,Unit 1: Discrete Structures and Optimization,"Counting, Mathematical Induction and Discrete Probability",Three-set inclusion-exclusion,,"Survey counts are Bus 30, Train 35, Automobile 100, Bus∩Train 15, Bus∩Auto 15, Train∩Auto 20 and all three 5. How many respondents?","[{""number"": 1, ""text"": ""120""}, {""number"": 2, ""text"": ""165""}, {""number"": 3, ""text"": ""160""}, {""number"": 4, ""text"": ""115""}]",1,120,independently-verified,,"[""Use |B∪T∪A|=sum singles−sum pairs+triple."", ""30+35+100−15−15−20+5=120.""]","Counting problems reduce to product/sum rules, stars-and-bars, inclusion–exclusion, permutations or combinations. Probability is favourable equally likely outcomes divided by all outcomes; conditional probability changes the sample space, and Bayes reverses a condition.",nPr=n!/(n−r)!; nCr=n!/[r!(n−r)!]; P(A|B)=P(A∩B)/P(B); P(A|B)=P(B|A)P(A)/P(B).,Decide first whether order matters and whether replacement is allowed; that usually eliminates most options immediately.,"Pairwise intersections are added back only after being subtracted, and a three-way intersection is then added once.","[{""number"": 1, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: 120.""}, {""number"": 2, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (120); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 3, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (120); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 4, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (120); the decisive computation or defining property is shown in the solution steps.""}]",UGCNET-CS-2018-december-2018-Q54,,../sources/ugc-net-cs-2018-dec-combined-paper-1-and-2.pdf#page=48
UGCNET-CS-2018-december-2018-Q55,UGC NET Computer Science and Applications,2018,December 2018,,Paper II,55,91394310749,sources/ugc-net-cs-2018-dec-combined-paper-1-and-2.pdf,49,Unit 1: Discrete Structures and Optimization,Boolean Algebra,Boolean networks and finite Boolean algebras,,Which are true? I every logic network can use only NAND or only NOR; II Boolean expressions/networks correspond to labelled acyclic digraphs; III no two Boolean algebras with n atoms are isomorphic; IV nonzero finite-Boolean-algebra elements are not uniquely joins of atoms.,"[{""number"": 1, ""text"": ""I,IV""}, {""number"": 2, ""text"": ""I,II,III""}, {""number"": 3, ""text"": ""I,II""}, {""number"": 4, ""text"": ""II,III,IV""}]",3,"I,II",independently-verified,,"[""NAND and NOR are each functionally complete, so I true; combinational logic networks are labelled DAGs, so II true."", ""All finite Boolean algebras with n atoms are isomorphic, making III false."", ""Each element is uniquely the join of the atoms below it, so IV false.""]","Boolean functions can be represented by truth tables, minterms/maxterms, SOP/POS forms and Karnaugh maps. Simplification uses identity, domination, idempotent, complement, absorption, distributive and De Morgan laws.",x+x=x; x·x=x; x+xy=x; x(x+y)=x; (x+y)'=x'y'; (xy)'=x'+y'.,"For four-option identities, test 0/1 assignments; a single counterexample removes an option.",A simplified SOP need not be a canonical (complete) SOP; canonical terms contain every variable.,"[{""number"": 1, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (I,II); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 2, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (I,II); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 3, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: I,II.""}, {""number"": 4, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (I,II); the decisive computation or defining property is shown in the solution steps.""}]",UGCNET-CS-2018-december-2018-Q55,,../sources/ugc-net-cs-2018-dec-combined-paper-1-and-2.pdf#page=49
UGCNET-CS-2018-december-2018-Q58,UGC NET Computer Science and Applications,2018,December 2018,,Paper II,58,,sources/ugc-net-cs-2018-dec-combined-paper-1-and-2.pdf,52,Unit 1: Discrete Structures and Optimization,Optimization,PERT network events,,"In a PERT activity-on-arrow network, what does a merge event represent?","[{""number"": 1, ""text"": ""Completion of two or more activities""}, {""number"": 2, ""text"": ""Start of two or more activities""}, {""number"": 3, ""text"": ""A dummy activity only""}, {""number"": 4, ""text"": ""An isolated milestone""}]",1,Completion of two or more activities,independently-verified,,"[""Several incoming arrows terminate at a merge event."", ""It occurs only when all those predecessor activities have completed.""]",Linear-programming optima occur at feasible extreme points. A basic feasible solution is degenerate when a basic variable is zero. Transportation BFSs normally have m+n−1 independent positive allocations; PERT uses probabilistic activity times while CPM is deterministic.,PERT te=(to+4tm+tp)/6; variance=[(tp−to)/6]^2; tree/project critical path is the longest-duration path.,"For a two-variable LP, list feasible intersections and evaluate the objective instead of running simplex.","The critical path is longest in duration, not the path with the most activities; degeneracy is about basic variables/independent allocations.","[{""number"": 1, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: Completion of two or more activities.""}, {""number"": 2, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (Completion of two or more activities); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 3, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (Completion of two or more activities); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 4, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (Completion of two or more activities); the decisive computation or defining property is shown in the solution steps.""}]",UGCNET-CS-2018-december-2018-Q58,,../sources/ugc-net-cs-2018-dec-combined-paper-1-and-2.pdf#page=52
UGCNET-CS-2018-december-2018-Q59,UGC NET Computer Science and Applications,2018,December 2018,,Paper II,59,91394310753,sources/ugc-net-cs-2018-dec-combined-paper-1-and-2.pdf,53,Unit 1: Discrete Structures and Optimization,Optimization,Dual-simplex/graphical LP,,"Maximize z=−2x₁−3x₂ subject to x₁+x₂≥2, 2x₁+x₂≤10, x₁+x₂≤8 and x₁,x₂≥0.","[{""number"": 1, ""text"": ""x₁=2,x₂=0,z=−4""}, {""number"": 2, ""text"": ""x₁=2,x₂=6,z=−22""}, {""number"": 3, ""text"": ""x₁=0,x₂=2,z=−6""}, {""number"": 4, ""text"": ""x₁=6,x₂=2,z=−18""}]",1,"x₁=2,x₂=0,z=−4",independently-verified,,"[""Maximizing a negative cost is minimizing 2x₁+3x₂."", ""The lower boundary x₁+x₂=2 is optimal; assign all two units to cheaper x₁."", ""At (2,0), z=−4 and all upper constraints hold.""]",Linear-programming optima occur at feasible extreme points. A basic feasible solution is degenerate when a basic variable is zero. Transportation BFSs normally have m+n−1 independent positive allocations; PERT uses probabilistic activity times while CPM is deterministic.,PERT te=(to+4tm+tp)/6; variance=[(tp−to)/6]^2; tree/project critical path is the longest-duration path.,"For a two-variable LP, list feasible intersections and evaluate the objective instead of running simplex.","The critical path is longest in duration, not the path with the most activities; degeneracy is about basic variables/independent allocations.","[{""number"": 1, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: x₁=2,x₂=0,z=−4.""}, {""number"": 2, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (x₁=2,x₂=0,z=−4); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 3, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (x₁=2,x₂=0,z=−4); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 4, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (x₁=2,x₂=0,z=−4); the decisive computation or defining property is shown in the solution steps.""}]",UGCNET-CS-2018-december-2018-Q59,,../sources/ugc-net-cs-2018-dec-combined-paper-1-and-2.pdf#page=53
UGCNET-CS-2018-december-2018-Q76,UGC NET Computer Science and Applications,2018,December 2018,,Paper II,76,91394310770,sources/ugc-net-cs-2018-dec-combined-paper-1-and-2.pdf,68,Unit 1: Discrete Structures and Optimization,Graph Theory,Rooted m-ary trees,,"A ternary tree has 4 internal nodes of out-degree 1, 3 of out-degree 2 and 3 of out-degree 3. How many leaves?","[{""number"": 1, ""text"": ""9""}, {""number"": 2, ""text"": ""10""}, {""number"": 3, ""text"": ""11""}, {""number"": 4, ""text"": ""12""}]",2,10,independently-verified,,"[""For a rooted tree, leaves=1+Σ_internal(outdegree−1)."", ""L=1+4·0+3·1+3·2=10.""]","Use degree sums, Euler’s formula, colouring criteria and standard tree identities. A connected graph has an Euler circuit iff every degree is even; a graph is bipartite iff it has no odd cycle. A tree with n vertices has n−1 edges.",Σdeg(v)=2|E|; planar connected V−E+F=2; τ(Kn)=n^(n−2); full m-ary leaves=(m−1)i+1.,"Parity, degree sum and V−E+F often solve a graph MCQ without drawing the whole graph.",Euler questions concern edges; Hamilton questions concern vertices. Necessary and sufficient degree conditions must not be confused.,"[{""number"": 1, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (10); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 2, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: 10.""}, {""number"": 3, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (10); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 4, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (10); the decisive computation or defining property is shown in the solution steps.""}]",UGCNET-CS-2018-december-2018-Q76,,../sources/ugc-net-cs-2018-dec-combined-paper-1-and-2.pdf#page=68
UGCNET-CS-2018-december-2018-Q78,UGC NET Computer Science and Applications,2018,December 2018,,Paper II,78,91394310772,sources/ugc-net-cs-2018-dec-combined-paper-1-and-2.pdf,70,Unit 1: Discrete Structures and Optimization,Graph Theory,Bipartite graphs and 2-colouring,,"For a proper 2-colouring, which statement is not correct?","[{""number"": 1, ""text"": ""G is bipartite""}, {""number"": 2, ""text"": ""G is 2-colourable""}, {""number"": 3, ""text"": ""G has cycles of odd length""}, {""number"": 4, ""text"": ""G has no cycles of odd length""}]",3,G has cycles of odd length,independently-verified,,"[""A graph is bipartite iff it is 2-colourable iff it contains no odd cycle."", ""Therefore the assertion that it has odd cycles is the incorrect one.""]","Use degree sums, Euler’s formula, colouring criteria and standard tree identities. A connected graph has an Euler circuit iff every degree is even; a graph is bipartite iff it has no odd cycle. A tree with n vertices has n−1 edges.",Σdeg(v)=2|E|; planar connected V−E+F=2; τ(Kn)=n^(n−2); full m-ary leaves=(m−1)i+1.,"Parity, degree sum and V−E+F often solve a graph MCQ without drawing the whole graph.",Euler questions concern edges; Hamilton questions concern vertices. Necessary and sufficient degree conditions must not be confused.,"[{""number"": 1, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (G has cycles of odd length); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 2, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (G has cycles of odd length); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 3, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: G has cycles of odd length.""}, {""number"": 4, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (G has cycles of odd length); the decisive computation or defining property is shown in the solution steps.""}]",UGCNET-CS-2018-december-2018-Q78,,../sources/ugc-net-cs-2018-dec-combined-paper-1-and-2.pdf#page=70
UGCNET-CS-2018-july-2018-Q25,UGC NET Computer Science and Applications,2018,July 2018,,Paper II,25,,sources/ugc-net-cs-2018-july-paper-2.pdf,8,Unit 1: Discrete Structures and Optimization,Graph Theory,Prefix codes and Huffman coding,,"Characters A–E have probabilities 0.08,0.40,0.25,0.15,0.12. What average length does optimal binary Huffman coding achieve?","[{""number"": 1, ""text"": ""2.4""}, {""number"": 2, ""text"": ""1.87""}, {""number"": 3, ""text"": ""3.0""}, {""number"": 4, ""text"": ""2.15""}]",4,2.15,independently-verified,,"[""Merge 0.08+0.12=0.20; then 0.15+0.20=0.35; then 0.25+0.35=0.60; finally 0.40+0.60."", ""Resulting lengths are 1 for 0.40, 2 for 0.25, 3 for 0.15 and 4 for 0.08,0.12."", ""Weighted average=0.40+0.50+0.45+0.32+0.48=2.15.""]","Use degree sums, Euler’s formula, colouring criteria and standard tree identities. A connected graph has an Euler circuit iff every degree is even; a graph is bipartite iff it has no odd cycle. A tree with n vertices has n−1 edges.",Σdeg(v)=2|E|; planar connected V−E+F=2; τ(Kn)=n^(n−2); full m-ary leaves=(m−1)i+1.,"Parity, degree sum and V−E+F often solve a graph MCQ without drawing the whole graph.",Euler questions concern edges; Hamilton questions concern vertices. Necessary and sufficient degree conditions must not be confused.,"[{""number"": 1, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (2.15); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 2, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (2.15); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 3, ""verdict"": ""not the correct option"", ""explanation"": ""This does not match the independently derived result (2.15); the decisive computation or defining property is shown in the solution steps.""}, {""number"": 4, ""verdict"": ""correct option"", ""explanation"": ""This matches the independently derived result: 2.15.""}]",UGCNET-CS-2018-july-2018-Q25,,../sources/ugc-net-cs-2018-july-paper-2.pdf#page=8
